Time Pressure Temperature AccX AccY AccZ GyroX GyroY GyroZ
167548 97613.63 46.01 0.06 0.93 0.34 34.55 64.00 64.00
167708 97613.73 46.01 -0.34 1.12 -0.17 29.34 64.00 64.00
167867 97613.73 46.01 -0.22 0.94 0.08 -64.00 64.00 29.52
168027 97616.87 46.01 -0.14 0.97 0.40 -64.00 64.00 64.00
168186 97613.06 46.01 0.12 0.66 0.38 21.20 64.00 -64.00
168345 97615.62 46.02 -0.06 0.73 0.25 -0.33 64.00 64.00
168504 97611.86 46.02 -0.02 0.93 0.48 64.00 -64.00 64.00
168664 97610.27 46.01 -0.04 1.12 0.23 64.00 -64.00 -64.00
168825 97613.82 46.02 -0.28 1.07 0.16 -4.16 -64.00 -64.00
168984 97615.11 46.02 0.09 0.95 0.25 64.00 -64.00 -32.92
169144 97611.20 46.02 -0.02 1.16 0.30 -58.74 -64.00 -64.00
169304 97608.45 46.02 -0.03 1.09 0.42 64.00 64.00 64.00
169464 97610.92 46.02 -0.04 0.62 0.14 -53.99 64.00 56.56
169624 97612.69 46.02 0.09 0.95 0.40 -64.00 6.45 -64.00
169784 97612.85 46.02 -0.18 1.15 0.14 -32.02 64.00 64.00
169943 97612.85 46.02 -0.04 0.93 0.45 36.46 64.00 64.00
170103 97613.88 46.02 0.17 1.06 0.37 37.33 64.00 64.00
170264 97609.72 46.02 -0.07 0.75 0.23 0.25 -64.00 -64.00
170424 97610.18 46.03 -0.13 1.19 0.25 -64.00 -64.00 -51.19
170583 97611.74 46.03 0.19 0.93 0.27 64.00 -64.00 -64.00
170742 97609.87 46.03 -0.11 0.64 0.41 -52.07 64.00 64.00
170901 97613.22 46.03 -0.02 1.09 0.38 13.11 64.00 64.00
171060 97615.72 46.03 -0.10 1.03 0.21 58.85 64.00 64.00
171219 97612.70 46.03 0.25 1.09 0.57 33.94 -64.00 13.02
171378 97612.94 46.04 -0.10 0.73 0.47 -64.00 -64.00 -64.00
171538 97611.83 46.04 0.18 0.84 0.09 64.00 -64.00 -64.00
171700 97611.66 46.04 -0.31 1.09 0.36 -64.00 64.00 64.00
171859 97613.75 46.04 -0.11 0.67 -0.15 -64.00 64.00 64.00
172018 97611.20 46.04 -0.44 1.07 0.29 -64.00 -64.00 -1.74
172178 97611.54 46.04 -0.06 1.15 -0.00 64.00 -64.00 -64.00
172337 97611.37 46.04 -0.04 0.71 0.16 64.00 -64.00 -50.70
172496 97607.78 46.04 -0.14 0.75 0.06 -44.51 -15.89 64.00
172656 97610.52 46.04 0.24 0.86 0.48 -64.00 -64.00 -64.00
172815 97611.54 46.04 -0.14 1.32 0.15 -28.37 64.00 64.00
172974 97611.77 46.05 -0.04 0.85 0.37 -13.03 64.00 64.00
173135 97610.59 46.05 0.12 0.80 0.20 -42.44 64.00 43.21
173293 97613.73 46.05 -0.13 1.16 0.39 -1.69 -42.66 -45.18
173453 97614.70 46.05 -0.02 0.84 0.27 52.30 -64.00 9.33
173612 97610.31 46.05 -0.12 1.08 0.17 25.58 -64.00 -64.00
173772 97608.83 46.05 0.02 0.63 0.13 64.00 -64.00 -64.00
173931 97609.52 46.05 -0.06 1.16 0.31 -42.46 -64.00 -23.43
174091 97608.16 46.06 0.05 1.14 0.37 22.02 64.00 52.43
174250 97606.50 46.06 0.06 0.80 0.14 -64.00 64.00 4.90
174412 97604.39 46.05 -0.10 0.76 0.25 -29.01 64.00 64.00
174572 97607.70 46.06 0.03 1.14 0.24 -64.00 64.00 40.25
174731 97607.72 46.06 -0.19 0.83 0.27 -10.44 64.00 64.00
174890 97607.52 46.06 0.31 1.15 0.44 -64.00 -64.00 -64.00
175050 97611.02 46.06 -0.10 0.76 0.31 -3.78 -64.00 -62.20
175210 97606.41 46.06 0.03 1.20 0.09 -64.00 -64.00 -64.00
175369 97604.36 46.06 0.17 0.80 0.49 64.00 64.00 64.00
175529 97608.26 46.07 0.03 1.04 0.13 -23.81 -64.00 -64.00
175689 97608.23 46.07 -0.18 0.92 0.27 -64.00 64.00 64.00
175851 97609.63 46.07 0.04 0.85 0.24 12.93 64.00 64.00
176011 97610.81 46.07 -0.26 0.94 0.20 -8.72 -57.04 27.24
176170 97607.29 46.07 0.10 1.23 0.40 64.00 -64.00 -64.00
176330 97611.39 46.07 -0.16 1.08 0.41 64.00 -64.00 -3.90
176489 97605.98 46.07 -0.11 0.61 0.01 30.48 -64.00 -64.00
176649 97609.28 46.08 0.08 1.03 0.33 -61.22 -64.00 48.79
176809 97607.91 46.08 0.01 1.13 0.28 -20.52 -43.22 -64.00
176969 97605.87 46.08 -0.02 0.87 0.35 -19.17 64.00 64.00
177129 97606.98 46.08 0.03 0.83 0.16 30.38 64.00 64.00
177291 97608.42 46.08 -0.08 1.05 0.27 6.31 64.00 -64.00
177450 97612.09 46.08 0.08 1.11 0.51 25.08 -64.00 2.23
177609 97610.61 46.08 -0.15 0.93 0.35 32.77 -64.00 -64.00
177769 97608.56 46.08 0.04 0.93 0.22 64.00 -31.50 64.00
177929 97606.06 46.09 -0.10 1.05 0.41 49.12 -30.62 -64.00
178089 97605.27 46.09 0.19 1.06 0.19 -64.00 64.00 64.00
178250 97605.72 46.09 -0.02 0.59 0.33 64.00 64.00 -58.88
178410 97607.66 46.09 -0.20 1.08 -0.10 -64.00 -64.00 -64.00
178569 97604.07 46.09 0.35 1.02 0.32 64.00 -64.00 -64.00
178731 97603.75 46.09 -0.11 0.91 0.31 64.00 -56.71 64.00
178890 97603.47 46.09 -0.12 1.15 0.12 -64.00 -64.00 -64.00
179050 97604.84 46.09 0.22 0.85 0.38 64.00 -64.00 64.00
179210 97603.53 46.10 -0.55 1.12 0.23 -39.48 -64.00 64.00
179371 97598.63 46.10 -0.33 0.69 -0.00 -64.00 -64.00 -64.00
179530 97601.27 46.10 -0.07 0.35 0.18 -64.00 49.11 64.00
179689 97601.25 46.10 0.40 0.69 0.69 64.00 -64.00 -64.00
179849 97602.41 46.10 -0.05 1.01 -0.31 -64.00 64.00 64.00
180009 97604.52 46.10 0.16 0.57 1.25 -64.00 64.00 64.00
180170 97606.52 46.10 -0.54 0.75 -0.39 64.00 64.00 64.00
180331 97603.84 46.10 -0.00 0.53 0.35 59.96 64.00 -64.00
180490 97601.56 46.11 -0.43 0.92 0.03 -64.00 -64.00 64.00
180650 97602.59 46.11 -0.42 1.28 0.69 64.00 64.00 64.00
180809 97605.14 46.11 0.22 0.37 0.21 64.00 64.00 -64.00
180968 97603.17 46.11 0.02 0.61 -0.14 -64.00 -64.00 64.00
181127 97604.89 46.11 -1.38 1.62 -0.74 -64.00 -64.00 -64.00
181287 97605.23 46.11 -0.23 0.38 0.33 64.00 -64.00 -64.00
181449 97601.75 46.11 -0.51 1.46 -0.47 -64.00 -64.00 -64.00
181608 97603.13 46.11 -0.15 0.91 0.63 -64.00 64.00 64.00
181769 97604.48 46.11 -0.28 0.89 -0.46 -64.00 64.00 64.00
181928 97600.22 46.11 -0.91 0.97 -0.23 -62.99 64.00 64.00
182088 97600.91 46.11 -0.39 0.77 0.22 -64.00 64.00 64.00
182248 97601.70 46.12 -0.32 0.75 0.39 -64.00 64.00 64.00
182408 97601.87 46.12 -0.13 1.01 0.30 64.00 -64.00 -64.00
182568 97605.28 46.12 -0.47 1.00 -0.38 64.00 -64.00 -64.00
182727 97603.17 46.11 -0.28 0.94 0.03 64.00 -64.00 -64.00
182889 97601.70 46.12 0.13 1.18 0.20 -64.00 -64.00 48.39
183048 97602.44 46.12 -0.12 0.82 0.39 64.00 64.00 64.00
183208 97602.16 46.11 0.02 0.73 0.07 -64.00 -64.00 -61.24
183367 97603.14 46.12 0.20 1.20 0.58 -2.39 -64.00 -64.00
183526 97602.55 46.12 -0.10 1.14 0.18 64.00 64.00 64.00
183685 97606.70 46.12 0.08 0.40 0.13 -64.00 -64.00 -64.00
183845 97601.92 46.12 -0.02 1.12 0.62 64.00 64.00 64.00
184005 97601.24 46.12 0.02 1.02 0.10 -64.00 -64.00 -64.00
184165 97598.00 46.12 -0.00 1.11 0.33 -64.00 64.00 64.00
184327 97602.52 46.12 -0.03 0.72 -0.12 -56.16 64.00 64.00
184487 97601.92 46.12 -0.26 1.18 0.63 -64.00 64.00 64.00
184646 97601.19 46.12 0.23 1.00 0.43 10.60 64.00 35.23
184805 97600.87 46.13 -0.06 0.55 0.23 64.00 64.00 64.00
184966 97598.08 46.12 0.35 0.85 0.27 -64.00 -64.00 -64.00
185125 97597.11 46.13 -0.13 1.02 0.24 62.02 -64.00 -64.00
185284 97597.06 46.13 -0.09 0.84 0.65 64.00 64.00 64.00
185445 97596.95 46.13 -0.10 0.77 -0.06 -64.00 -64.00 -64.00
185604 97598.82 46.13 -0.36 0.90 0.17 -64.00 64.00 64.00
185766 97598.82 46.13 -0.49 1.68 0.53 64.00 64.00 64.00
185926 97597.34 46.13 0.11 0.54 0.76 64.00 64.00 -32.51
186085 97595.15 46.13 0.52 0.15 0.01 64.00 -64.00 64.00
186245 97597.20 46.14 -0.27 0.90 -0.61 64.00 -64.00 -64.00
186405 97601.86 46.13 -0.14 0.75 0.08 64.00 -64.00 -64.00
186565 97600.21 46.14 -0.13 1.29 -0.17 32.14 -64.00 -64.00
186724 97598.05 46.13 -0.17 1.17 -0.08 -64.00 64.00 64.00
186884 97599.98 46.13 -0.02 1.06 -0.44 -64.00 64.00 64.00
187046 97596.69 46.13 -0.54 0.69 0.52 -64.00 64.00 64.00
187206 97596.40 46.13 -0.57 1.07 -0.15 64.00 64.00 64.00
187366 97595.80 46.13 -0.06 0.40 0.37 64.00 -64.00 -64.00
187525 97599.93 46.13 -0.29 1.08 0.56 64.00 -64.00 -64.00
187685 97592.93 46.13 -0.01 0.73 0.09 -61.60 -64.00 53.33
187844 97594.47 46.13 0.03 1.14 0.65 64.00 -64.00 9.41
188004 97593.59 46.13 -0.00 0.72 0.22 -9.73 -64.00 -64.00
188164 97593.24 46.13 -0.13 1.20 0.14 -64.00 -64.00 11.46
188323 97595.20 46.13 0.27 0.77 0.42 44.09 -64.00 33.81
188484 97594.06 46.14 -0.10 1.03 0.16 -64.00 -64.00 -64.00
188644 97595.38 46.13 0.05 1.07 0.14 21.36 -64.00 -64.00
188803 97591.45 46.13 0.01 1.10 0.27 64.00 64.00 39.10
188962 97591.22 46.13 -0.17 0.59 -0.12 -64.00 -64.00 37.04
189121 97592.70 46.14 0.21 1.27 0.74 32.88 64.00 64.00
189280 97595.17 46.14 0.17 0.90 0.24 64.00 64.00 64.00
189439 97590.70 46.14 0.15 1.12 0.22 64.00 4.08 -64.00
189599 97589.38 46.14 -0.03 0.33 -0.11 -64.00 -64.00 64.00
189758 97591.93 46.14 0.07 1.36 0.17 -7.35 -64.00 -64.00
189919 97593.02 46.14 -0.10 1.24 0.40 33.55 -64.00 -64.00
190079 97590.70 46.14 0.16 0.46 -0.06 64.00 -64.00 -64.00
190239 97593.35 46.14 -0.33 1.27 0.27 -64.00 -64.00 64.00
190399 97592.33 46.14 -0.12 0.82 0.05 -6.77 -64.00 -63.63
190558 97588.06 46.14 0.21 0.58 0.19 64.00 64.00 -64.00
190718 97589.82 46.15 -0.42 1.07 -0.45 -64.00 64.00 64.00
190878 97585.22 46.15 -0.20 0.51 0.56 64.00 64.00 64.00
191038 97589.14 46.15 0.41 0.60 0.28 -64.00 64.00 -64.00
191198 97588.57 46.14 -0.51 1.62 -0.43 -64.00 64.00 64.00
191359 97593.86 46.14 -0.42 0.78 -0.24 -47.50 64.00 64.00
191519 97595.97 46.15 -0.28 0.88 0.46 -64.00 64.00 64.00
191679 97590.33 46.15 0.07 0.95 0.56 -64.00 64.00 64.00
191839 97590.05 46.15 -0.12 0.84 0.15 64.00 -13.93 -64.00
191999 97588.12 46.15 -0.10 0.91 0.29 -64.00 -64.00 64.00
192160 97588.06 46.14 0.06 0.88 0.35 64.00 -64.00 -64.00
192319 97586.92 46.15 0.07 0.92 0.14 -64.00 64.00 64.00
192479 97586.02 46.14 0.21 1.18 0.60 43.08 64.00 35.97
192638 97588.74 46.14 0.77 1.36 0.43 -64.00 -64.00 64.00
192799 97587.55 46.14 0.59 0.15 0.68 -64.00 64.00 38.53
192959 97589.82 46.15 0.13 -0.14 1.15 64.00 -23.82 50.04
193118 97590.96 46.14 0.20 0.32 0.93 64.00 64.00 -42.38
193278 97589.03 46.15 0.16 0.22 0.73 -48.91 28.72 -33.31
193437 97588.54 46.15 0.13 0.35 0.75 -48.30 25.41 -15.62
193596 97586.06 46.15 0.26 0.35 1.06 39.51 47.96 64.00
193755 97588.85 46.15 -0.06 0.13 1.00 -64.00 64.00 -36.43
193914 97590.59 46.15 -0.11 -0.07 0.89 -3.78 15.91 -1.10
194074 97586.80 46.15 -0.00 0.02 0.75 24.28 17.69 -17.16
194235 97585.47 46.15 -0.04 0.15 0.89 43.74 -5.11 -10.84
194393 97587.45 46.16 -0.21 -0.04 1.22 7.81 -61.19 -5.39
194553 97585.58 46.16 0.03 0.19 0.81 -31.41 -17.26 -20.38
194712 97588.48 46.16 0.11 0.24 0.97 61.29 -64.00 -32.49
194871 97586.09 46.16 0.25 0.15 1.45 15.96 -50.52 -64.00
195030 97588.70 46.16 0.39 0.30 0.85 -20.27 -45.40 41.86
195188 97584.55 46.16 0.40 0.23 0.68 6.04 18.54 1.23
195348 97587.45 46.16 0.44 0.28 1.08 0.29 -28.29 50.58
195509 97587.28 46.16 0.68 0.20 0.79 -26.61 6.83 35.67
195668 97585.30 46.16 0.56 0.34 0.64 -22.59 -53.64 -29.48
195828 97585.66 46.16 0.95 0.31 0.85 -53.48 -64.00 -47.39
195988 97587.08 46.16 0.68 0.02 0.38 -41.28 -64.00 6.71
196147 97584.69 46.16 1.13 -0.20 0.25 -28.10 15.29 -16.69
196305 97587.20 46.17 1.24 0.23 0.27 26.36 -2.46 -4.59
196464 97584.47 46.17 1.21 0.01 0.35 61.77 -44.71 4.64
196623 97584.49 46.17 0.78 0.20 -0.04 63.13 -64.00 -0.63
196781 97582.95 46.17 1.12 0.20 0.07 5.19 21.94 -9.38
196942 97585.00 46.17 1.33 0.23 -0.00 -54.67 24.14 7.23
197100 97584.03 46.17 0.79 0.24 0.10 3.91 18.88 16.65
197260 97582.45 46.17 0.92 0.16 0.19 20.46 -11.22 10.91
197418 97585.74 46.17 1.26 0.17 0.25 31.92 -58.02 -16.31
197577 97584.15 46.17 1.01 0.07 0.08 63.67 0.10 -1.99
197736 97583.80 46.18 0.91 0.04 -0.19 39.05 -5.41 -2.16
197895 97582.55 46.18 1.28 0.28 -0.22 -64.00 -13.48 4.72
198054 97584.69 46.18 0.74 0.06 0.00 -38.49 -28.92 30.69
198213 97585.70 46.18 1.12 -0.06 -0.16 8.10 7.19 -4.71
198374 97584.91 46.18 1.34 0.01 -0.09 14.06 -14.88 13.57
198533 97583.61 46.19 1.13 -0.13 -0.04 64.00 33.79 42.00
198692 97585.14 46.19 1.20 0.01 0.06 14.62 64.00 -38.18
198851 97586.50 46.19 1.27 0.04 0.15 -39.28 64.00 -50.82
199010 97585.48 46.19 0.91 -0.02 0.28 -6.35 25.37 -14.73
199169 97586.50 46.19 1.07 0.08 0.09 -9.27 1.38 -20.42
199328 97587.13 46.20 0.98 0.43 0.09 -32.00 -56.85 9.99
199488 97585.87 46.20 0.88 0.12 -0.02 40.77 64.00 27.69
199648 97584.00 46.20 0.80 0.06 0.13 15.28 -64.00 24.19
199810 97585.59 46.20 0.93 -0.28 0.12 39.38 -37.51 35.48
199968 97586.24 46.21 1.13 -0.01 -0.06 -9.81 -18.68 3.65
200128 97586.58 46.21 1.10 0.01 -0.24 -16.90 -33.02 14.88
200287 97583.85 46.21 1.12 0.11 -0.57 -2.62 -13.66 10.90
200446 97585.27 46.21 0.98 -0.43 -0.88 60.12 57.26 -42.00
200606 97585.53 46.21 0.67 -0.30 -0.12 64.00 -58.37 17.81
200765 97586.66 46.21 0.97 -0.26 -0.38 14.05 34.13 -11.01
200924 97587.80 46.22 0.76 -0.39 0.11 28.02 9.88 27.04
201083 97589.05 46.22 1.07 -0.45 0.01 -26.90 64.00 46.15
201245 97586.01 46.22 1.14 -0.24 0.02 -42.74 64.00 -39.17
201404 97586.29 46.23 0.94 -0.10 0.13 7.97 -22.93 -13.34
201563 97588.84 46.23 1.43 -0.22 0.36 -6.00 2.32 -31.27
201722 97590.27 46.23 0.76 -0.40 0.37 64.00 -41.47 62.70
201881 97589.95 46.23 0.86 -0.17 0.15 38.86 -39.15 23.58
202040 97586.38 46.23 1.10 -0.31 -0.12 -64.00 15.69 -29.41
202200 97586.08 46.23 0.95 -0.41 0.08 -10.30 41.95 11.50
202359 97588.53 46.24 0.81 -0.32 -0.08 -53.68 57.96 -11.78
202519 97589.64 46.24 1.03 -0.19 0.23 -64.00 64.00 4.34
202679 97591.86 46.24 1.69 -0.32 0.47 -6.20 61.70 38.74
202839 97588.33 46.24 1.02 -0.24 0.13 51.27 -31.32 -18.28
202998 97587.64 46.24 0.88 -0.11 0.17 18.59 -24.30 11.58
203157 97592.03 46.25 1.28 -0.48 0.31 -60.77 35.62 -30.65
203317 97589.02 46.25 0.90 -0.40 0.64 -10.35 45.63 -1.20
203477 97590.20 46.25 1.73 -0.41 -0.56 -60.33 -13.58 -48.64
203637 97590.12 46.26 0.85 -0.57 0.72 64.00 -64.00 -9.80
203797 97587.33 46.25 0.95 -0.30 0.32 -18.97 20.79 -13.83
203956 97588.47 46.26 0.87 0.09 0.32 -5.67 11.36 -64.00
204117 97588.92 46.26 0.76 0.02 0.25 -11.18 -20.96 -64.00
204277 97589.89 46.26 1.02 -0.01 0.77 -64.00 43.59 6.43
204436 97588.86 46.26 0.74 0.14 0.37 -64.00 -0.67 20.35
204595 97590.82 46.27 0.91 -0.08 0.37 -63.37 -3.35 64.00
204753 97593.44 46.27 1.05 -0.47 0.59 5.14 17.83 64.00
204913 97593.49 46.27 0.50 -0.56 0.52 24.58 64.00 64.00
205073 97592.95 46.28 0.48 -0.56 0.60 -8.67 -13.77 -16.94
205232 97595.56 46.28 0.41 -0.79 0.80 64.00 64.00 -0.56
205392 97594.23 46.29 0.39 -0.48 0.97 23.88 44.77 -64.00
205553 97596.41 46.30 0.40 -0.30 0.78 60.88 50.12 -64.00
205713 97594.19 46.30 0.39 0.03 1.10 64.00 -31.40 -62.71
205872 97593.34 46.30 -0.16 0.29 1.24 64.00 64.00 50.77
206031 97589.24 46.30 -0.19 0.03 0.83 64.00 -62.29 34.97
206191 97589.47 46.30 0.07 0.34 0.77 52.26 -55.49 -16.51
206350 97587.50 46.31 -0.07 0.55 0.82 -35.40 14.63 -37.84
206510 97588.95 46.30 -0.11 0.46 0.78 -43.64 37.00 -1.87
206669 97588.62 46.30 -0.10 0.45 0.63 14.97 6.60 0.99
206830 97587.77 46.30 0.08 0.72 0.93 -26.63 -14.67 41.48
206989 97588.98 46.30 -0.09 0.39 0.98 -34.46 57.16 -0.29
207148 97588.56 46.30 0.00 0.22 0.65 1.78 13.16 35.50
207307 97589.41 46.30 0.01 0.21 0.84 16.72 -52.75 -52.96
207466 97591.03 46.30 -0.21 0.56 1.05 -28.85 49.21 -37.90
207624 97588.47 46.30 -0.10 0.39 0.76 8.18 9.23 -11.05
207784 97589.72 46.31 -0.17 0.50 0.80 36.83 -24.08 25.53
207943 97589.84 46.31 -0.32 0.69 0.91 -6.37 64.00 27.00
208102 97587.45 46.30 -0.21 0.48 0.95 64.00 -8.68 7.41
208264 97586.52 46.30 -0.07 0.32 0.59 -59.57 64.00 -39.00
208423 97589.89 46.31 -0.36 0.43 0.86 36.75 -55.60 -42.65
208583 97590.29 46.31 -0.29 0.54 0.90 -13.70 22.20 -34.18
208743 97590.13 46.31 -0.28 0.45 0.42 -7.76 55.64 -24.77
208902 97586.88 46.31 -0.54 0.44 0.64 -10.71 -64.00 13.06
209061 97591.66 46.31 -0.52 0.34 1.04 -60.71 -1.90 0.95
209221 97590.01 46.30 -0.20 0.08 0.75 11.08 26.82 28.69
209382 97588.88 46.31 0.02 0.01 0.30 -64.00 -18.00 -38.86
209541 97591.59 46.31 -0.29 0.29 1.09 -64.00 -38.04 32.27
209702 97592.00 46.31 -0.83 -0.03 1.20 -64.00 37.75 64.00
209862 97593.25 46.31 0.06 -0.17 1.10 -12.40 -9.27 64.00
210021 97592.42 46.31 -0.17 -0.25 0.90 21.61 -21.87 58.24
210180 97592.30 46.32 -0.10 -0.25 0.97 -15.61 -33.37 64.00
210340 97593.27 46.31 -0.10 -0.16 1.08 -32.87 21.12 38.67
210498 97591.84 46.32 -0.26 -0.21 0.74 -1.07 24.21 8.41
210657 97593.81 46.32 -0.42 -0.49 1.14 30.57 28.29 -64.00
210816 97596.94 46.33 -0.09 -0.22 0.66 51.21 16.35 -7.56
210975 97594.95 46.33 -0.52 -0.24 1.03 48.63 7.92 -64.00
211137 97593.75 46.33 -0.06 -0.09 0.93 64.00 63.08 -64.00
211296 97593.55 46.33 -0.41 -0.14 1.00 24.47 64.00 -64.00
211456 97592.75 46.34 -0.61 -0.08 0.65 64.00 64.00 64.00
211617 97589.62 46.33 -0.35 0.44 0.64 -64.00 64.00 25.69
211776 97590.53 46.34 -0.58 0.29 0.84 3.08 5.23 -35.29
211935 97589.00 46.34 -0.57 0.23 0.56 53.15 3.57 -64.00
212094 97590.59 46.34 -0.57 0.05 0.86 -42.66 -14.33 6.99
212253 97591.55 46.34 -0.36 0.10 0.75 64.00 -30.07 64.00
212413 97590.98 46.33 -0.42 0.21 0.85 50.84 60.04 61.18
212574 97590.98 46.33 -0.52 0.56 0.65 17.21 41.07 64.00
212733 97590.47 46.34 -0.26 0.26 0.41 18.05 59.55 64.00
212892 97591.21 46.34 -0.02 0.96 0.74 -10.34 64.00 42.93
213051 97591.16 46.33 -0.19 0.64 0.67 0.26 64.00 25.56
213210 97590.59 46.34 -0.40 0.80 0.73 19.08 -11.12 13.29
213369 97590.76 46.34 -0.09 0.86 0.40 13.92 17.19 25.95
213528 97590.08 46.34 -0.25 0.87 0.59 -11.62 -2.02 12.54
213686 97590.59 46.34 -0.06 0.77 0.43 -21.57 9.38 2.17
213846 97589.91 46.34 -0.14 0.78 0.60 20.90 -29.14 -16.49
214007 97592.37 46.34 -0.20 0.82 0.37 12.62 29.19 -17.84
214166 97592.09 46.35 -0.30 0.72 0.67 -53.21 22.70 45.88
214326 97592.60 46.35 -0.28 0.46 0.70 -64.00 33.74 -29.39
214486 97592.77 46.35 -0.23 0.32 0.60 41.55 24.07 -64.00
214645 97594.70 46.35 -0.46 0.51 0.27 64.00 64.00 -64.00
214805 97589.41 46.35 -0.05 0.33 -0.29 -29.64 34.40 -35.35
214966 97590.86 46.35 -0.37 0.60 -0.84 -53.30 64.00 64.00
215126 97592.06 46.35 -0.37 0.48 -0.58 -55.24 -18.91 -64.00
215288 97591.38 46.35 -0.65 0.62 -0.49 -64.00 -43.70 64.00
215447 97594.56 46.36 -0.45 0.79 0.29 -49.15 -30.56 -49.09
215607 97593.22 46.36 -0.68 0.75 -0.01 -5.66 -14.08 40.34
215766 97594.84 46.36 -0.72 0.81 -0.05 -20.28 36.90 -36.37
215926 97593.82 46.36 -0.82 0.43 -0.01 6.24 18.55 -41.34
216085 97594.08 46.36 -0.73 0.63 -0.06 15.54 19.17 -15.94
216243 97591.15 46.36 -0.74 0.57 -0.21 3.14 14.19 0.59
216402 97590.58 46.36 -0.58 0.62 -0.20 -13.57 27.25 -29.73
216562 97593.39 46.36 -1.01 0.46 -0.12 -29.56 12.10 1.96
216729 97592.45 46.36 -0.92 0.55 -0.18 7.99 1.59 -42.04
216889 97592.52 46.36 -0.73 0.56 -0.20 55.56 -24.42 22.79
217049 97592.03 46.37 -0.66 0.60 -0.24 27.19 -5.02 20.43
217208 97589.97 46.36 -0.66 0.65 -0.25 -11.22 16.71 -14.28
217367 97589.80 46.36 -0.70 0.69 -0.22 9.26 12.74 0.90
217525 97590.97 46.36 -0.66 0.60 -0.21 -9.28 5.22 6.73
217685 97592.54 46.36 -0.68 0.63 -0.23 -3.95 10.66 -10.41
217843 97591.52 46.36 -0.68 0.65 -0.23 -4.74 0.98 0.25
218002 97592.08 46.36 -0.70 0.64 -0.20 3.48 4.94 8.90
218163 97591.11 46.37 -0.70 0.61 -0.23 11.68 1.54 12.55
218322 97591.17 46.36 -0.63 0.68 -0.24 8.20 2.96 6.74
218480 97589.46 46.36 -0.52 0.74 -0.30 -4.39 7.88 1.53
218640 97591.00 46.37 -0.63 0.72 -0.24 18.59 11.20 18.79
218799 97590.59 46.37 -0.59 0.65 -0.24 6.78 10.14 17.38
218958 97591.23 46.36 -0.46 0.79 -0.34 -0.25 24.82 33.88
219116 97591.56 46.36 -0.52 0.72 -0.27 6.01 -8.58 -17.71
219276 97590.83 46.36 -0.56 0.65 -0.41 34.97 14.49 -38.64
219435 97590.48 46.37 -0.64 0.46 -0.51 64.00 28.64 -64.00
219597 97591.34 46.37 -0.74 0.29 -0.68 -18.30 7.99 -22.29
219756 97591.00 46.37 -0.69 0.29 -0.52 -32.88 -1.18 -31.20
219915 97589.46 46.37 -0.68 0.32 -0.57 -0.85 13.43 -1.53
220073 97592.31 46.37 -0.70 0.39 -0.58 -22.71 7.44 12.89
220232 97591.52 46.37 -0.64 0.36 -0.50 -8.42 6.26 -1.77
220392 97591.23 46.36 -0.62 0.41 -0.59 -3.08 23.89 -21.81
220550 97591.17 46.37 -0.62 0.37 -0.63 1.05 19.37 -7.97
220709 97591.36 46.37 -0.68 0.40 -0.63 -12.89 37.62 -3.73
220868 97591.52 46.37 -0.65 0.29 -0.55 64.00 64.00 5.53
221029 97590.40 46.37 -0.46 0.03 -0.79 45.64 40.10 12.07
221188 97590.34 46.37 -0.14 0.25 -0.76 -9.49 20.43 42.36
221347 97590.34 46.37 -0.12 0.06 -0.94 -6.30 12.38 25.50
221505 97589.48 46.37 -0.01 0.17 -1.09 3.89 27.61 -18.25
221665 97591.59 46.37 -0.28 0.23 -1.14 -12.20 -38.04 -11.32
221824 97589.89 46.37 -0.26 0.06 -0.75 64.00 -24.82 4.46
221983 97590.40 46.37 -0.28 -0.20 -0.09 36.55 -42.91 12.69
222143 97591.14 46.38 -0.40 0.11 -0.53 -64.00 -64.00 -21.54
222305 97591.02 46.38 -0.54 0.12 -0.90 43.67 38.94 9.82
222464 97592.07 46.38 -0.37 0.07 -0.98 36.15 61.12 59.56
222623 97592.23 46.38 -0.68 -0.08 -1.31 24.34 39.29 57.74
222782 97591.22 46.38 -0.48 -0.07 -0.70 -27.04 -12.27 60.65
222942 97589.68 46.38 -0.26 -0.02 -0.77 64.00 15.32 64.00
223102 97591.53 46.38 -0.19 -0.10 -0.73 64.00 -57.50 64.00
223262 97592.05 46.38 -0.42 -0.09 -1.04 64.00 -27.53 41.41
223422 97592.91 46.38 -0.49 -0.16 -1.14 42.62 -8.14 31.72
223582 97590.02 46.38 -0.30 -0.23 -0.94 -64.00 14.34 -44.49
223743 97591.73 46.38 -0.48 -0.24 -0.71 -64.00 3.87 -64.00
223902 97591.95 46.38 -0.52 -0.16 -0.71 -56.66 24.79 -52.82
224062 97589.84 46.38 -0.39 -0.06 -0.87 -31.39 7.57 -64.00
224221 97589.91 46.38 -0.31 -0.21 -0.83 -31.81 23.87 -46.83
224380 97589.17 46.38 -0.49 -0.12 -0.89 -27.83 -0.29 -35.62
224540 97588.77 46.39 -0.30 0.14 -0.86 -1.38 28.29 10.30
224699 97591.10 46.38 -0.15 -0.02 -0.88 -1.89 -31.07 -15.29
224858 97588.59 46.39 -0.38 -0.01 -0.74 -26.59 -14.06 10.22
225018 97589.73 46.38 -0.32 0.12 -1.04 34.43 29.64 42.67
225179 97589.16 46.39 -0.18 0.12 -0.88 19.45 14.42 22.60
